name;initial_state_accuracy_micro;initial_state_accuracy_macro;end_state_accuracy_micro;end_state_accuracy_macro
conv1_train_on_endstate_5-11366;0.7815945;0.0;0.790668;0.0
conv1_train_on_endstate_5-0;0.779379;0.0;0.789961;0.0
conv1_train_grok-0;0.75737725;0.0;0.77212825;0.0
conv1_train_grok2-0;0.78103825;0.0;0.790046;0.0
conv1_train_grok3_0-0;0.78108475;0.0;0.79004425;0.0
conv1_train_grok3_1-0;0.7819065;0.0;0.790971;0.0
conv1_train_grok3_1-9911;0.2866155;0.0;0.75574175;0.0
conv1_train_grok3_1-26668;0.24365925;0.0;0.76997275;0.0
conv1_train_grok3_1-31198;0.640217;0.0;0.73494925;0.0
nca1_train-5073359;0.91652475;0.001;0.96868575;0.0341
nca1_train-2782119;0.91485775;0.001;0.9676875;0.022
nca1_train-5782119;0.9113605;0.0006;0.95924175;0.0169
nca1_train-3605196;0.9131085;0.0009;0.96381525;0.0197
nca1_train-0;0.229289;0.0;0.780507;0.0
nca1_train-4540156;0.89121375;0.0009;0.9697885;0.0227
nca1_train-16157077;0.81756825;0.0009;0.9528325;0.0344
nca1_train-22215718;0.74483625;0.0006;0.94872925;0.0121
nca1_train-6384033;0.91514375;0.0011;0.96458575;0.0269
nca1_train-18836238;0.8769375;0.0011;0.95920075;0.0244
nca1_train-9315914;0.91445025;0.0011;0.97377775;0.0349
nca1_train-37494118;0.8128445;0.0007;0.9629995;0.0215
nca1_train-40247519;0.91200575;0.0008;0.9629955;0.0233
nca1_train-40314077;0.91527725;0.0013;0.9662485;0.0348
nca1_train-40257477;0.81830025;0.0018;0.9578295;0.0278
nca1_train-40247945;0.88887275;0.0016;0.969382;0.03
nca1_train-40257478;0.81737;0.0016;0.957478;0.0245
nca1_train-40274678;0.887548;0.0009;0.96920825;0.0389
nca1_train-40969034;0.9059385;0.0019;0.97078725;0.0384
nca1_train-41054671;0.9002705;0.0006;0.967389;0.0307
nca1_train-41214078;0.79769175;0.0011;0.96216575;0.022
nca1_train-41731798;0.9098905;0.0009;0.9707605;0.039
nca1_train-43074918;0.91544925;0.0009;0.96635275;0.0301
nca1_train-43513877;0.84407425;0.0013;0.9570145;0.0262
nca1_train-43513878;0.85090975;0.001;0.95771075;0.0277
nca1_train-46601955;0.9132585;0.0015;0.96748525;0.0302
nca1_train-50928276;0.91665525;0.0014;0.96976675;0.04
nca1_train-54322118;0.9137305;0.0009;0.96991025;0.0314
nca1_train-56161238;0.909273;0.0007;0.97353225;0.0349
nca1_train-73778677;0.80567575;0.0017;0.95059725;0.0282
nca1_train2-3982903;0.85900525;0.0006;0.94994125;0.0188
nca1_train2-4654079;0.760447;0.0002;0.9475835;0.004
nca1_train2-7449998;0.54555675;0.0001;0.9140495;0.002
nca1_train2-2949998;0.90878275;0.0005;0.95947725;0.0173
nca1_train2-6069419;0.85299925;0.0001;0.95031825;0.011
nca1_train2-0;0.60358275;0.0;0.737427;0.0
nca1_train2-5298779;0.91268;0.0005;0.97078;0.0182
nca1_train3-7412272;0.91063875;0.0006;0.961816;0.0141
nca1_train3-4788118;0.8096785;0.0001;0.94195425;0.0033
nca1_train3-8040757;0.9044495;0.0007;0.96157025;0.0133
nca1_train3-3540757;0.9060425;0.0002;0.95615825;0.0097
nca1_train3-5488439;0.825661;0.0002;0.95417375;0.0053
nca1_train3-0;0.3861835;0.0;0.69647225;0.0
nca1_train3-5498097;0.9096705;0.0002;0.96866875;0.0126
nca1_train4-6725688;0.91047325;0.0011;0.960886;0.0104
nca1_train4-6491757;0.8706275;0.0004;0.9572865;0.0068
nca1_train4-7278139;0.89229025;0.0006;0.968205;0.0201
nca1_train4-2778139;0.910563;0.0004;0.966154;0.0156
nca1_train4-5559599;0.6410605;0.0002;0.92757325;0.0022
nca1_train4-0;0.25676075;0.0;0.7513095;0.0
nca1_train4-5442655;0.90973525;0.0006;0.96583525;0.0092
nca1_train_on_endstate-1093260;0.75843575;0.0;0.7942335;0.0
nca1_train_on_endstate-1341780;0.74058275;0.0;0.812499;0.0
nca1_train_on_endstate-4500000;0.76977975;0.0;0.790803;0.0
nca1_train_on_endstate-255239;0.6720085;0.0;0.80829275;0.0
nca1_train_on_endstate-0;0.415082;0.0;0.67257325;0.0
nca1_train_on_endstate-55200;0.51663675;0.0;0.848952;0.0
nca1_train_on_endstate2-911050;0.660024;0.0;0.80857925;0.0
nca1_train_on_endstate2-3517300;0.6930795;0.0;0.7958875;0.0
nca1_train_on_endstate2-3750000;0.68529725;0.0;0.795225;0.0
nca1_train_on_endstate2-3516199;0.7488765;0.0;0.79065125;0.0
nca1_train_on_endstate2-0;0.30218325;0.0;0.73721825;0.0
nca1_train_on_endstate2-918000;0.6421235;0.0;0.81321875;0.0
nca1_train_on_endstate3-4158882;0.86342825;0.0;0.9457835;0.0027
nca1_train_on_endstate3-4199399;0.47788925;0.0;0.86398925;0.0
nca1_train_on_endstate3-4744361;0.48423525;0.0;0.85649475;0.0001
nca1_train_on_endstate3-994361;0.7659365;0.0;0.88545425;0.0
nca1_train_on_endstate3-0;0.22196625;0.0;0.78041125;0.0
nca1_train_on_endstate3-3944949;0.6604265;0.0001;0.91062325;0.0008
nca_feedback_train-4473412;0.9136055;0.0004;0.96341825;0.0177
nca_feedback_train-4173176;0.794971;0.0003;0.9461785;0.0104
nca_feedback_train-5520971;0.9107295;0.0005;0.959736;0.0153
nca_feedback_train-1020971;0.82421325;0.0;0.94956;0.0016
nca_feedback_train-4173179;0.795329;0.0006;0.94541525;0.0082
nca_feedback_train-0;0.7811965;0.0;0.790483;0.0
nca_feedback_train-4076399;0.9062245;0.0002;0.967561;0.0075
