name;initial_state_accuracy_micro;initial_state_accuracy_macro;end_state_accuracy_micro;end_state_accuracy_macro
nca1_train-43513877;0.82068525;0.0007;0.9517075;0.0272
nca1_train-43513878;0.82470525;0.0014;0.95240425;0.0263
nca1_train-46601955;0.9082325;0.0015;0.96626625;0.029
nca1_train-50928276;0.909232;0.0012;0.9653065;0.0366
nca1_train-54322118;0.90939625;0.0013;0.968422;0.0308
nca1_train-56161238;0.9055525;0.0013;0.97292475;0.035
nca1_train-73778677;0.779242;0.0012;0.94315;0.0234
nca1_train2-3982903;0.84427425;0.0003;0.946317;0.0175
nca1_train2-4654079;0.73474425;0.0001;0.94381375;0.003
nca1_train2-7449998;0.50985675;0.0;0.91069075;0.002
nca1_train2-2949998;0.9041935;0.0005;0.9582095;0.0156
nca1_train2-6069419;0.83310525;0.0005;0.9491495;0.0127
nca1_train2-0;0.59984375;0.0;0.743058;0.0
nca1_train2-5298779;0.90713525;0.0008;0.9681335;0.0208
nca1_train3-7412272;0.90596275;0.0004;0.959465;0.0133
nca1_train3-4788118;0.793957;0.0;0.93787825;0.0026
nca1_train3-8040757;0.9008885;0.0007;0.96077725;0.0165
nca1_train3-3540757;0.90248275;0.0002;0.95548875;0.0115
nca1_train3-5488439;0.7971305;0.0002;0.95023;0.0052
nca1_train3-0;0.3943495;0.0;0.7046695;0.0
nca1_train3-5498097;0.90367;0.0002;0.96665125;0.013
nca1_train4-6725688;0.9079655;0.0005;0.9609355;0.0138
nca1_train4-6491757;0.868265;0.0001;0.957098;0.0089
nca1_train4-7278139;0.88608325;0.0004;0.9653365;0.0183
nca1_train4-2778139;0.90588375;0.0008;0.96319275;0.0135
nca1_train4-5559599;0.61197375;0.0;0.92456775;0.002
nca1_train4-0;0.261782;0.0;0.75693575;0.0
nca1_train4-5442655;0.9059305;0.0004;0.9643355;0.0121
nca1_train_on_endstate-1093260;0.75184125;0.0;0.7964145;0.0
nca1_train_on_endstate-1341780;0.7300715;0.0;0.8150935;0.0
nca1_train_on_endstate-4500000;0.76040225;0.0;0.791929;0.0
nca1_train_on_endstate-255239;0.660561;0.0;0.81469625;0.0
nca1_train_on_endstate-0;0.418954;0.0;0.6830555;0.0
nca1_train_on_endstate-55200;0.51476425;0.0;0.8538725;0.0
nca1_train_on_endstate2-911050;0.668818;0.0;0.810171;0.0
nca1_train_on_endstate2-3517300;0.68075525;0.0;0.799751;0.0
nca1_train_on_endstate2-3750000;0.6718405;0.0;0.799369;0.0
nca1_train_on_endstate2-3516199;0.7319795;0.0;0.794352;0.0
nca1_train_on_endstate2-0;0.3056415;0.0;0.7437025;0.0
nca1_train_on_endstate2-918000;0.63835425;0.0;0.81417175;0.0
nca1_train_on_endstate3-4158882;0.8535905;0.0001;0.94246475;0.0022
nca1_train_on_endstate3-4199399;0.46771375;0.0;0.86209075;0.0
nca1_train_on_endstate3-4744361;0.47722975;0.0;0.85445925;0.0001
nca1_train_on_endstate3-994361;0.76117475;0.0;0.88465325;0.0
nca1_train_on_endstate3-0;0.23471;0.0;0.78082375;0.0
nca1_train_on_endstate3-3944949;0.643896;0.0;0.905361;0.0009
nca_feedback_train-4473412;0.90781675;0.0003;0.961943;0.0158
nca_feedback_train-4173176;0.76041175;0.0007;0.9426415;0.0084
nca_feedback_train-5520971;0.90584925;0.0003;0.95756725;0.0149
nca_feedback_train-1020971;0.81644525;0.0;0.9487095;0.0009
nca_feedback_train-4173179;0.751356;0.0006;0.94099;0.0078
nca_feedback_train-0;0.76863275;0.0;0.78985375;0.0
nca_feedback_train-4076399;0.90176675;0.0003;0.96532175;0.0078
