name;initial_state_accuracy_micro;initial_state_accuracy_macro;end_state_accuracy_micro;end_state_accuracy_macro
nca1_train-5073359;0.90354525;0.0011;0.96902275;0.0326
nca1_train-2782119;0.90232325;0.0011;0.970309;0.0241
nca1_train-5782119;0.88090125;0.0009;0.9664815;0.0208
nca1_train-3605196;0.8807405;0.0011;0.968833;0.0221
nca1_train-0;0.2545485;0.0;0.8191145;0.0
nca1_train-4540156;0.79257875;0.0012;0.9674745;0.0235
nca1_train-16157077;0.63373175;0.0012;0.9462345;0.0277
nca1_train-22215718;0.54620275;0.0004;0.94001875;0.0098
nca1_train-6384033;0.90499025;0.0006;0.969819;0.032
nca1_train-18836238;0.75104525;0.001;0.95587575;0.0236
nca1_train-9315914;0.902967;0.0016;0.97251875;0.0354
nca1_train-37494118;0.63681575;0.0008;0.95220025;0.0178
nca1_train-40247519;0.90463275;0.0008;0.969158;0.0252
nca1_train-40314077;0.89533775;0.0004;0.969705;0.0348
nca1_train-40257477;0.61592675;0.0006;0.9478665;0.0223
nca1_train-40247945;0.7823985;0.0007;0.96222875;0.0278
nca1_train-40257478;0.635518;0.0007;0.94944375;0.0215
nca1_train-40274678;0.78512625;0.001;0.96465975;0.0364
nca1_train-40969034;0.84472225;0.0013;0.9687725;0.0369
nca1_train-41054671;0.83387525;0.001;0.9677385;0.0297
nca1_train-41214078;0.62124775;0.0004;0.95122825;0.0182
nca1_train-41731798;0.89938575;0.001;0.9726455;0.0393
nca1_train-43074918;0.89058725;0.0016;0.97096125;0.0334
nca1_train-43513877;0.6649175;0.0007;0.94669825;0.0223
nca1_train-43513878;0.6617935;0.0005;0.94527475;0.0197
nca1_train-46601955;0.89257425;0.001;0.96922875;0.0298
nca1_train-50928276;0.8988165;0.0017;0.96398475;0.0459
nca1_train-54322118;0.86595625;0.001;0.969736;0.0352
nca1_train-56161238;0.88820725;0.0008;0.974972;0.038
nca1_train-73778677;0.60791075;0.0011;0.93558375;0.0188
nca1_train2-3982903;0.72721675;0.0003;0.9433765;0.0182
nca1_train2-4654079;0.59579475;0.0001;0.9430725;0.0034
nca1_train2-7449998;0.41869;0.0001;0.924759;0.0008
nca1_train2-2949998;0.90113225;0.0003;0.966257;0.0202
nca1_train2-6069419;0.70424125;0.0001;0.94743925;0.0114
nca1_train2-0;0.52672725;0.0;0.7838455;0.0
nca1_train2-5298779;0.90104375;0.0004;0.97097525;0.0214
nca1_train3-7412272;0.90168625;0.0005;0.96533475;0.013
nca1_train3-4788118;0.65965725;0.0;0.93583125;0.0037
nca1_train3-8040757;0.89578975;0.0006;0.966342;0.0186
nca1_train3-3540757;0.9000125;0.0003;0.96355525;0.0126
nca1_train3-5488439;0.6623395;0.0;0.9491515;0.0049
nca1_train3-0;0.328439;0.0;0.75517375;0.0
nca1_train3-5498097;0.891343;0.0006;0.96910325;0.0148
nca1_train4-6725688;0.9031685;0.0009;0.9688315;0.015
nca1_train4-6491757;0.7912175;0.0004;0.95884675;0.0112
nca1_train4-7278139;0.83905775;0.0004;0.96753125;0.0227
nca1_train4-2778139;0.9007895;0.0004;0.969856;0.0143
nca1_train4-5559599;0.48206975;0.0;0.931835;0.0009
nca1_train4-0;0.26489375;0.0;0.79845775;0.0
nca1_train4-5442655;0.89969325;0.0;0.968372;0.0084
nca1_train_on_endstate-1093260;0.7626925;0.0;0.82957375;0.0
nca1_train_on_endstate-1341780;0.74161425;0.0;0.84896225;0.0
nca1_train_on_endstate-4500000;0.76062375;0.0;0.82852125;0.0
nca1_train_on_endstate-255239;0.66911975;0.0;0.8453465;0.0
nca1_train_on_endstate-0;0.35853125;0.0;0.73357725;0.0
nca1_train_on_endstate-55200;0.49596225;0.0;0.87973275;0.0
nca1_train_on_endstate2-911050;0.72622875;0.0;0.83362025;0.0
nca1_train_on_endstate2-3517300;0.67624475;0.0;0.8347925;0.0
nca1_train_on_endstate2-3750000;0.69835725;0.0;0.8355705;0.0
nca1_train_on_endstate2-3516199;0.73391475;0.0;0.83228225;0.0
nca1_train_on_endstate2-0;0.30493675;0.0;0.787676;0.0
nca1_train_on_endstate2-918000;0.67430075;0.0;0.83606925;0.0
nca1_train_on_endstate3-4158882;0.76148325;0.0001;0.94266675;0.003
nca1_train_on_endstate3-4199399;0.40797725;0.0;0.88766825;0.0
nca1_train_on_endstate3-4744361;0.39281725;0.0;0.87313;0.0
nca1_train_on_endstate3-994361;0.72754525;0.0;0.9058465;0.0
nca1_train_on_endstate3-0;0.24549275;0.0;0.819325;0.0
nca1_train_on_endstate3-3944949;0.535924;0.0;0.91324075;0.0008
nca_feedback_train-4473412;0.90032275;0.0006;0.96897575;0.019
nca_feedback_train-4173176;0.599786;0.0007;0.943183;0.0082
nca_feedback_train-5520971;0.9015675;0.0006;0.967596;0.0205
nca_feedback_train-1020971;0.6860265;0.0001;0.95071125;0.0015
nca_feedback_train-4173179;0.584098;0.0003;0.94186425;0.0084
nca_feedback_train-0;0.755404;0.0;0.8269375;0.0
nca_feedback_train-4076399;0.8980185;0.0002;0.96975375;0.0088
