name;initial_state_accuracy_micro;initial_state_accuracy_macro;end_state_accuracy_micro;end_state_accuracy_macro
nca1_train-40314077;0.90009725;0.0;0.997344;0.3574
nca1_train-40257477;0.9010145;0.0;0.996726;0.2615
nca1_train-40247945;0.901975;0.0;0.9972395;0.3452
nca1_train-40257478;0.9011305;0.0;0.99674175;0.2606
nca1_train-40274678;0.90358975;0.0;0.996567;0.2388
nca1_train-40969034;0.902073;0.0;0.997585;0.3783
nca1_train-41054671;0.903747;0.0;0.99724075;0.3529
nca1_train-41214078;0.9048135;0.0;0.99774725;0.4569
nca1_train-41731798;0.89903775;0.0;0.99708075;0.3427
nca1_train-43074918;0.9019925;0.0;0.99728575;0.3425
nca1_train-43513877;0.90121475;0.0;0.9983945;0.5303
nca1_train-43513878;0.90112075;0.0;0.99839625;0.5383
nca1_train-46601955;0.903761;0.0;0.99684625;0.3107
nca1_train-50928276;0.90355925;0.0;0.99776275;0.4511
nca1_train-54322118;0.9042605;0.0;0.99645125;0.2513
nca1_train-56161238;0.90397925;0.0;0.99682575;0.298
nca1_train-73778677;0.90308425;0.0;0.99710075;0.3288
nca1_train2-3982903;0.90530975;0.0;0.99820875;0.5133
nca1_train2-4654079;0.90511425;0.0;0.996035;0.2051
nca1_train2-7449998;0.905472;0.0;0.99593425;0.2064
nca1_train2-2949998;0.8961905;0.0;0.993181;0.0686
nca1_train2-6069419;0.9048305;0.0;0.998148;0.4822
nca1_train2-0;0.86101525;0.0;0.936124;0.0
nca1_train2-5298779;0.8929895;0.0;0.99336625;0.1182
nca1_train3-7412272;0.871313;0.0;0.9853985;0.018
nca1_train3-4788118;0.904855;0.0;0.99461175;0.1227
nca1_train3-8040757;0.8355585;0.0;0.98617625;0.0192
nca1_train3-3540757;0.871942;0.0;0.98550375;0.0177
nca1_train3-5488439;0.905266;0.0;0.99492525;0.1179
nca1_train3-0;0.85953775;0.0;0.93846425;0.0
nca1_train3-5498097;0.90466625;0.0;0.99412975;0.1044
nca1_train4-6725688;0.8766275;0.0;0.98913175;0.0311
nca1_train4-6491757;0.89592975;0.0;0.997008;0.3391
nca1_train4-7278139;0.89631025;0.0;0.99583425;0.1966
nca1_train4-2778139;0.896906;0.0;0.99482275;0.1516
nca1_train4-5559599;0.9047185;0.0;0.9961035;0.2178
nca1_train4-0;0.86021875;0.0;0.94123325;0.0
nca1_train4-5442655;0.87943275;0.0;0.9947315;0.1224
nca1_train_on_endstate-1093260;0.88741075;0.0;0.984515;0.0195
nca1_train_on_endstate-1341780;0.88642125;0.0;0.98483075;0.0185
nca1_train_on_endstate-4500000;0.10278175;0.0;0.975768;0.0
nca1_train_on_endstate-255239;0.10153125;0.0;0.97574075;0.0
nca1_train_on_endstate-0;0.8548335;0.0;0.93350725;0.0
nca1_train_on_endstate-55200;0.10163875;0.0;0.97624375;0.0
nca1_train_on_endstate2-911050;0.10232125;0.0;0.97568525;0.0
nca1_train_on_endstate2-3517300;0.89381025;0.0;0.98618425;0.0217
nca1_train_on_endstate2-3750000;0.88808525;0.0;0.9846515;0.0214
nca1_train_on_endstate2-3516199;0.8869805;0.0;0.98463575;0.0184
nca1_train_on_endstate2-0;0.86324675;0.0;0.9367925;0.0
nca1_train_on_endstate2-918000;0.1011705;0.0;0.97563525;0.0
nca1_train_on_endstate3-4158882;0.904373;0.0;0.99865775;0.6041
nca1_train_on_endstate3-4199399;0.90517425;0.0;0.9984505;0.5681
nca1_train_on_endstate3-4744361;0.9042885;0.0;0.99713225;0.3621
nca1_train_on_endstate3-994361;0.9046775;0.0;0.99678175;0.2861
nca1_train_on_endstate3-0;0.89818025;0.0;0.98472975;0.0191
nca1_train_on_endstate3-3944949;0.9048695;0.0;0.998951;0.6774
nca_feedback_train-4473412;0.90489325;0.0;0.998257;0.5288
nca_feedback_train-4173176;0.90552725;0.0;0.99578275;0.1625
nca_feedback_train-5520971;0.903641;0.0;0.995172;0.1328
nca_feedback_train-1020971;0.905325;0.0;0.99550825;0.1551
nca_feedback_train-4173179;0.905717;0.0;0.99581675;0.1646
nca_feedback_train-0;0.09996075;0.0;0.975687;0.0
nca_feedback_train-4076399;0.9046455;0.0;0.99643;0.2598
